Primary Category	Secondary Category	Title	URL
Arts & Humanities	News and Contemporary Events	Get Surrey: Olympic torch route for Surrey revealed	http://www.getsurrey.co.uk/news/s/2110344_olympic_torch_relay_route_for_surrey_revealed
Arts & Humanities	News and Contemporary Events	Get Together South Staffordshire	http://gettogethersouthstaffs.wordpress.com/
Arts & Humanities	News and Contemporary Events	Gibfocus	http://www.gibfocus.gi/
Arts & Humanities	News and Contemporary Events	Gillingham Liberal Democrats	http://www.gillingham-lib-dems.org.uk/
Arts & Humanities	News and Contemporary Events	Gisela Stuart, Labour Parliamentary Candidate, Birmingham Edgbaston	http://www.epolitix.com/EN/MPWebsites/Gisela+Stuart/
Arts & Humanities	News and Contemporary Events	Global Voices Online. The World is Talking. Are you listening?	http://cyber.law.harvard.edu/globalvoices/
Arts & Humanities	News and Contemporary Events	Global Voices: Swine flu threat spreads worldwide	http://globalvoicesonline.org/2009/04/27/global-health-swine-flu-threat-spreads-worldwide/
Arts & Humanities	News and Contemporary Events	Golden Jubilee Website	http://www.goldenjubilee.gov.uk/
Arts & Humanities	News and Contemporary Events	Golwg360	http://www.golwg360.com/newyddion
Arts & Humanities	News and Contemporary Events	Good News Chronicle, The	http://tgnc.org.uk/
Arts & Humanities	News and Contemporary Events	Gordon & McPhail: Diamond Jubilee Limited Edition Scotch Whiskey	http://www.gordonandmacphail.com/diamond-jubilee/limited-edition-scotch-whisky/glen-grant.html
Arts & Humanities	News and Contemporary Events	Gorymdaith Genedlaethol G&#373;yl Ddewi - The National St David's Day Parade	http://www.stdavidsday.org/
Arts & Humanities	News and Contemporary Events	Gospel Magazine, The	http://www.gospelmagazine.org.uk/
Arts & Humanities	News and Contemporary Events	Gwyn Prosser, Labour Parliamentary Candidate, Dover and Deal	http://www.gwynprosser.com/
Arts & Humanities	News and Contemporary Events	HU12.Net	http://hu12net.blogspot.co.uk/
Arts & Humanities	News and Contemporary Events	Haikugirl's Japan	http://haikugirl.wordpress.com/blog/
Arts & Humanities	News and Contemporary Events	Hammorabi	http://hammorabi.blogspot.com/2005/07/terrorist-attacks-on-innocent-people.html
Arts & Humanities	News and Contemporary Events	Hampshire County Council: The Queen's Diamond Jubilee Celebrations	http://www3.hants.gov.uk/diamondjubilee
Arts & Humanities	News and Contemporary Events	Hampstead and Highgate Liberal Democrats	http://www.hampstead-highgate.libdems.org.uk/
Arts & Humanities	News and Contemporary Events	Harlow Star: Olympic torch route through Harlow revealed	http://www.harlowstar.co.uk/News/Olympic-torch-route-through-Harlow-revealed-16032012.htm
Arts & Humanities	News and Contemporary Events	Harry's Place	http://www.hurryupharry.org/
Arts & Humanities	News and Contemporary Events	Hastings and St. Leonards Observer: Olympic torch route announced	http://www.hastingsobserver.co.uk/news/local-news/olympic-torch-route-announced-1-3661351
Arts & Humanities	News and Contemporary Events	Heathrow Skyport: BA 747 takes to the skies with girl's Jubilee design	http://www.skyport-heathrow.co.uk/2012/05/ba-747-takes-to-the-skies-with.html
Arts & Humanities	News and Contemporary Events	Hedon Blog	http://hedonblog.co.uk/
Arts & Humanities	News and Contemporary Events	Hemel Hempstead Liberal Democrats	http://hhlibdems.org.uk/
Arts & Humanities	News and Contemporary Events	Henley Standard: Queen to visit Henley for Diamond Jubilee	http://www.henleystandard.co.uk/news/news.php?id=37289
Arts & Humanities	News and Contemporary Events	HerUni.com - The London Uni Girl's Go-To-Guide	http://www.heruni.com/
Arts & Humanities	News and Contemporary Events	High Sheriff of Hertforshire: Diamond Jubilee 2012	http://www.highsheriffofhertfordshire.org.uk/2012/jubilee.pdf
Arts & Humanities	News and Contemporary Events	Holborn Conservatives	http://www.holbornconservatives.com/
Arts & Humanities	News and Contemporary Events	Horsted Keynes Diamond Jubilee Organising Committee	http://www.hkdiamondjubileeparty.co.uk/
Arts & Humanities	News and Contemporary Events	Howard Stoate, Labour Parliamentary Candidate, Dartford	http://www.howardstoate.com/
Arts & Humanities	News and Contemporary Events	Hoylake Junction	http://www.hoylakejunction.com/
Arts & Humanities	News and Contemporary Events	Huddersfield Daily Examiner: Oympics torch route confirmed for Huddersfield	http://www.examiner.co.uk/news/local-west-yorkshire-news/2012/03/19/olympics-torch-route-confirmed-for-huddersfield-86081-30566614/
Arts & Humanities	News and Contemporary Events	Hull and East Riding: The Queen visits Hull ... in secret	http://www.thisishullandeastriding.co.uk/Queen-visits-Hull-secret/story-16567333-detail/story.html
Arts & Humanities	News and Contemporary Events	INNATE - Irish Network for Nonviolent Action Training & Education	http://www.innatenonviolence.org/
Arts & Humanities	News and Contemporary Events	Iceland and United Kingdom in diplomatic dispute over financial crisis	http://en.wikinews.org/wiki/Iceland_and_United_Kingdom_in_diplomatic_dispute_over_financial_crisis
Arts & Humanities	News and Contemporary Events	Ici Londres Magazine	http://www.ici-londres.com/
Arts & Humanities	News and Contemporary Events	Ici Londres Magazine: Reflets de France arrive en Angleterre	http://www.ici-londres.com/fr/122/1913/contenu.html
Arts & Humanities	News and Contemporary Events	Igbo News	http://www.igbofocus.co.uk/
Arts & Humanities	News and Contemporary Events	In Balance Magazine	http://www.inbalancemagazine.com/html/inbalance.php
Arts & Humanities	News and Contemporary Events	In Your Face	http://www.kenfrostinyourface.blogspot.co.uk/
Arts & Humanities	News and Contemporary Events	In through the outfield: Royal Diamond Jubilee, Olympic and Paralympic souvenirs	http://ninfield.wordpress.com/2012/09/23/royal-diamond-jubilee-olympic-and-paralympic-souvenirs/
Arts & Humanities	News and Contemporary Events	Indymedia UK	http://www4.indymedia.org.uk/en/regions/london/
Arts & Humanities	News and Contemporary Events	Inside The Games	http://www.insidethegames.com/
Arts & Humanities	News and Contemporary Events	International Federation of Library Associations and Institutions: Post Tsunami activities	http://www.ifla.org/V/press/tsunami-SriLanka-report5.htm
Arts & Humanities	News and Contemporary Events	International Police Association: Diamond Jubilee	http://www.ipa-uk.org/Diamond-Jubilee
Arts & Humanities	News and Contemporary Events	Internet Journey	http://www.japanjournals.com/
Arts & Humanities	News and Contemporary Events	Irish Central: Route for London Olympics 2012 torch in Ireland revealed	http://www.irishcentral.com/sport/Route-for-London-Olympics-2012-torch-in-Ireland-revealed-143461556.html
Arts & Humanities	News and Contemporary Events	Isle of Wight Press Online: Olympic torch route revealed	http://www.iwcp.co.uk/news/news/olympic-torch-route-revealed-43503.aspx
Arts & Humanities	News and Contemporary Events	Italiani a Londra	http://www.italianialondra.com/
Arts & Humanities	News and Contemporary Events	Jaggy thistle	http://www.thejaggythistle.co.uk/
Arts & Humanities	News and Contemporary Events	James Sproule, Conservative Parliamentary Candidate, Streatham	http://www.jamessproule.com/
Arts & Humanities	News and Contemporary Events	Jamie Bolden, Labour Parliamentary Candidate, Broxbourne	http://www.jamiebolden.com/
Arts & Humanities	News and Contemporary Events	Jane's Information Group	http://www.janes.com/
Arts & Humanities	News and Contemporary Events	Japanory	http://japanory.typepad.co.uk/
Arts & Humanities	News and Contemporary Events	Jeffrey Donaldson, Democratic Unionist Parliamentary Candidate, Lagan Valley	http://www.jeffreydonaldson.org/
Arts & Humanities	News and Contemporary Events	John Hemming's Web Log	http://johnhemming.blogspot.com/
Arts & Humanities	News and Contemporary Events	John Redwood, Conservative Parliamentary Candidate, Wokingham	http://www.epolitix.com/EN/MPWebsites/John+Redwood/
Arts & Humanities	News and Contemporary Events	Jonathan Gough, Conservative Parliamentary Candidate, Acton	http://www.actonconservatives.com/
Arts & Humanities	News and Contemporary Events	Journal, The: EU elections - get out and vote!	http://www.journal-online.co.uk/article/5755-eu-elections-get-out-and-vote
Arts & Humanities	News and Contemporary Events	Journalism.co.uk	http://www.journalism.co.uk/
Arts & Humanities	News and Contemporary Events	Jubilee Churches Festival	http://www.jubileechurchesfestival.org/
Arts & Humanities	News and Contemporary Events	Jubilee People's Millions	http://www.peoplesmillions.org.uk/
Arts & Humanities	News and Contemporary Events	Jubilee Time Capsule	http://www.jubileetimecapsule.org/
Arts & Humanities	News and Contemporary Events	Jubilee Walkway Trust	http://www.walklondon.org.uk/jubileewalkwaytrust/
Arts & Humanities	News and Contemporary Events	Judith Blake, Labour Parliamentary Candidate, Leeds North West	http://www.20six.co.uk/leedsnwblog/
Arts & Humanities	News and Contemporary Events	Julian Brazier, Conservative Parliamentary Candidate, Canterbury	http://www.canterburyconservatives.co.uk/
Arts & Humanities	News and Contemporary Events	Kensington and Chelsea Labour Party	http://kandclabourparty.co.uk/
Arts & Humanities	News and Contemporary Events	Kensington and Chelsea Liberal Democrats	http://www.kensingtonandchelsea.libdems.org.uk/
Arts & Humanities	News and Contemporary Events	Keswick Jubilee	http://keswickjubilee.co.uk/
Arts & Humanities	News and Contemporary Events	Kingswood Conservatives	http://www.kingswoodconservatives.com/
Arts & Humanities	News and Contemporary Events	KnockBack Magazine	http://www.knockback.co.uk/
Arts & Humanities	News and Contemporary Events	LAGNA - Lesbian and Gay News Media Archive	http://www.lagna.org.uk/
Arts & Humanities	News and Contemporary Events	La Petite Feministe Anglaise	http://blog.lapetitefeministeanglaise.co.uk/
Arts & Humanities	News and Contemporary Events	Labour Start UK	http://www.uk.labourstart.org/
Arts & Humanities	News and Contemporary Events	Lancashire Queen's Diamond Jubilee Committee, The	http://www.diamondjubileelancashire.com/
Arts & Humanities	News and Contemporary Events	Laura Moffat, Labour Parliamentary Candidate, Crawley	http://lauramoffattmp.co.uk/
Arts & Humanities	News and Contemporary Events	Learn Welsh - the Big Welsh Challenge	http://www.bbc.co.uk/wales/learnwelsh/bigwelshchallenge/
Arts & Humanities	News and Contemporary Events	Liberal Democrats in Business	http://libdemsinbusiness.org.uk/
Arts & Humanities	News and Contemporary Events	London Hurts	http://www.livejournal.com/community/london_hurts/
Arts & Humanities	News and Contemporary Events	London Labour Party	http://www.london.labour.co.uk/
Arts & Humanities	News and Contemporary Events	London bombings: ABC News Map	http://www.abc.net.au/news/indepth/featureitems/s1410301.htm
Arts & Humanities	News and Contemporary Events	Londonist	http://londonist.com/
Arts & Humanities	News and Contemporary Events	Londonist: Olympic News Round-Up	http://londonist.com/2008/01/olympic_news_ro.php
Arts & Humanities	News and Contemporary Events	Lord Lieutenant of Devon: Diamond Jubilee	http://www.lordlieutenantofdevon.org.uk/calendar-of-events/diamond-jubilee/
Arts & Humanities	News and Contemporary Events	Lord Mayor's Diamond Jubilee Big Curry, The	http://bigcurry.org/
Arts & Humanities	News and Contemporary Events	Loughborough Liberal Democrats	http://www.lufbralibdems.co.uk/
Arts & Humanities	News and Contemporary Events	Love For All Hatred For None: Ahmadiyya Muslim community:	http://www.loveforallhatredfornone.org/british-muslim-community-celebrate-yet-another-diamond-jubilee/
Arts & Humanities	News and Contemporary Events	Make Poverty History	http://www.makepovertyhistory.org/
Arts & Humanities	News and Contemporary Events	Manchester Mule	http://manchestermule.com/
Arts & Humanities	News and Contemporary Events	Manx Radio	http://www.manxradio.com/
Arts & Humanities	News and Contemporary Events	Manx Telecom's Internet Service	http://www.manx.net/
Arts & Humanities	News and Contemporary Events	MapAction	http://www.mapaction.org/
Arts & Humanities	News and Contemporary Events	Marxism Festival	http://www.marxismfestival.org.uk/
Arts & Humanities	News and Contemporary Events	Matthew Taylor, Lib Dem Parliamentary Candidate, Truro and St Austell	http://www.matthewtaylor.info/
Arts & Humanities	News and Contemporary Events	Matthew's RSA Blog	http://www.artsandecology.rsablogs.org.uk/
Arts & Humanities	News and Contemporary Events	Mayor of London Presents A Summer Like No Other 2012	http://static.london.gov.uk/slno/summers_looking_good_brochure.pdf
Arts & Humanities	News and Contemporary Events	Media UK	http://www.mediauk.com/
Arts & Humanities	News and Contemporary Events	Media office of Hizb ut-Tahrir	http://www.hizb-ut-tahrir.info/
Arts & Humanities	News and Contemporary Events	Memex 1.1 - John Naughton's online diary	http://memex.naughtons.org/
Arts & Humanities	News and Contemporary Events	Mercator Media - Cyfryngau - Média	http://www.aber.ac.uk/mercator/
Arts & Humanities	News and Contemporary Events	Met Office	http://www.metoffice.gov.uk/
Arts & Humanities	News and Contemporary Events	Methodist Church	http://www.methodist.org.uk/
Arts & Humanities	News and Contemporary Events	Metroblogging London	http://london.metblogs.com/
Arts & Humanities	News and Contemporary Events	Michael Fallon, Conservative Parliamentary Candidate, Sevenoaks	http://www.michaelfallonmp.org.uk/
Arts & Humanities	News and Contemporary Events	Michael Foster, Labour Parliamentary Candidate, Hastings and Rye	http://www.michaelfoster.labour.co.uk/
Arts & Humanities	News and Contemporary Events	Michael Howard, Conservative Parliamentary Candidate, Folkestone and Hythe	http://www.shepwayconservatives.org.uk/
Arts & Humanities	News and Contemporary Events	Migration Watch UK	http://www.migrationwatchuk.com/
Arts & Humanities	News and Contemporary Events	Milngavie Herald: Queen's Jubilee blanked in Bearsden and Milngavie as council relaxes party rules	http://www.milngavieherald.co.uk/news/local-headlines/queen-s-jubilee-blanked-in-bearsden-and-milngavie-as-council-relaxes-party-rules-1-2299904
Arts & Humanities	News and Contemporary Events	Minehead Diamond Jubilee Clock Tower	http://www.mineheadclocktower.org.uk/
Arts & Humanities	News and Contemporary Events	Mule - news with a kick	http://www.themule.info/
Arts & Humanities	News and Contemporary Events	My Cornelly	http://www.mycornelly.com/
Arts & Humanities	News and Contemporary Events	NATO Watch	http://www.natowatch.org/
Arts & Humanities	News and Contemporary Events	NW3 News	http://nw3news.co.uk/
Arts & Humanities	News and Contemporary Events	National Council for Voluntary Organisations, Manifesto	http://www.ncvo-vol.org.uk/asp/search/ncvo/main.aspx?siteID=1&sID=18&documentID=858
Arts & Humanities	News and Contemporary Events	National Express: Jubilee Time Capsule	http://www.nationalexpress.com/jubilee/
Arts & Humanities	News and Contemporary Events	National Historic Ships: Queen's Diamond Jubilee Pageant	http://www.nationalhistoricships.org.uk/data/files/summer_2011_newsletter.pdf
Arts & Humanities	News and Contemporary Events	National Portrait Gallery Exhibition: The Queen: Art and Image	http://www.npg.org.uk/whatson/exhibitions/2012/the-queen-art-and-image.php
Arts & Humanities	News and Contemporary Events	National Trust: Top Tea Parties	http://www.nationaltrust.org.uk/trust/view-page/item826107/
Arts & Humanities	News and Contemporary Events	National Union of Students Education Manifesto	http://resource.nusonline.co.uk/media/resource/Extended-final.pdf
Arts & Humanities	News and Contemporary Events	New Black Magazine, The	http://www.thenewblackmagazine.com/
Arts & Humanities	News and Contemporary Events	New Civil Engineer (NCE)	http://www.nce.co.uk/
Arts & Humanities	News and Contemporary Events	New Left Project	http://www.newleftproject.org/
Arts & Humanities	News and Contemporary Events	Newry Drama Festival - Diamond Jubilee Celebrations	http://www.newrydramafestival.btck.co.uk/
Arts & Humanities	News and Contemporary Events	News Distribution Service, The Central Office of Information (COI)	http://nds.coi.gov.uk/
Arts & Humanities	News and Contemporary Events	News Now	http://www.newsnow.co.uk/
Arts & Humanities	News and Contemporary Events	Newsplan Cymru	http://www.newsplancymru.info/
Arts & Humanities	News and Contemporary Events	Nicholas Soames, Conservative Parliamentary Candidate, Mid Sussex	http://www.midsussexconservatives.org.uk/
Arts & Humanities	News and Contemporary Events	Nick Palmer, Labour Parliamentary Candidate, Broxtowe	http://broxtowelabour.org/
Arts & Humanities	News and Contemporary Events	Ninja without a clue	http://supersarahf.blogspot.co.uk/
Arts & Humanities	News and Contemporary Events	No2NuclearPower	http://www.no2nuclearpower.org.uk/
Arts & Humanities	News and Contemporary Events	North Down Tourism: Queen's Diamond Jubilee Events	http://northdowntourism.com/Upcoming-Events/Queens-Diamond-Jubilee-Sunday-3-Andamp%3B-Monday-4-June-2012/id/937.aspx
Arts & Humanities	News and Contemporary Events	North Tyneside Conservatives	http://www.northtynesideconservatives.com/
Arts & Humanities	News and Contemporary Events	Northamptonshire Evening Telegraph: Excitement in Corby at the Queen's planned Diamond Jubilee visit	http://www.northantset.co.uk/news/excitement-in-corby-at-the-queen-s-planned-diamond-jubilee-visit-1-3507791
Arts & Humanities	News and Contemporary Events	Northamptonshire Evening Telegraph: Queen coming to north Northamptonshire for Diamond Jubilee visit	http://www.northantset.co.uk/news/queen-coming-to-north-northamptonshire-for-diamond-jubilee-visit-1-3500566
Arts & Humanities	News and Contemporary Events	Northern Echo, The: Queen completes whistle-stop tour of the region	http://www.thenorthernecho.co.uk/news/9824470.Queen_completes_whistle_stop_tour_of_the_region/
Arts & Humanities	News and Contemporary Events	Occupied Times of London, The	http://theoccupiedtimes.co.uk/
Arts & Humanities	News and Contemporary Events	Official Website of the British Monarchy	http://www.royal.gov.uk/Home.aspx
Arts & Humanities	News and Contemporary Events	Official website of the Queen's Diamond Jubilee	http://www.thediamondjubilee.org/
Arts & Humanities	News and Contemporary Events	One Guy from Barlick	http://www.oneguyfrombarlick.co.uk/
Arts & Humanities	News and Contemporary Events	One day in Pakistan: Views and news	http://news.bbc.co.uk/1/hi/world/south_asia/7148656.stm
Arts & Humanities	News and Contemporary Events	Original Sims, The	http://davidsims.blogsome.com/
Arts & Humanities	News and Contemporary Events	Orwell Prize, The	http://www.theorwellprize.co.uk/
Arts & Humanities	News and Contemporary Events	Oxhill News: Queen's Diamond Jubilee, 2012	http://www.oxhill.org.uk/OxhillNews.htm
Arts & Humanities	News and Contemporary Events	Paul Burstow MP	http://paulburstow.org.uk/
Arts & Humanities	News and Contemporary Events	Pearson	http://www.pearson.com/
Arts & Humanities	News and Contemporary Events	Penny Red	http://pennyred.blogspot.com/
Arts & Humanities	News and Contemporary Events	Pensioners Manifesto	http://www.npcuk.org/manifesto/index.html
Arts & Humanities	News and Contemporary Events	People with Voices	http://peoplewithvoices.com/
Arts & Humanities	News and Contemporary Events	Peter Kilfoyle, Labour Parliamentary Candidate, Liverpool Walton	http://www.peterkilfoyle.com/
Arts & Humanities	News and Contemporary Events	Peter Robinson, DUP Parliamentary Candidate, East Belfast	http://www.peterrobinson.org/
Arts & Humanities	News and Contemporary Events	Peterborough Conservatives	http://www.peterboroughconservatives.com/
Arts & Humanities	News and Contemporary Events	Pfff - A response to anything negative	http://www.pfff.co.uk/weblog/archives/2005/07/surviving_a_ter_1.html
Arts & Humanities	News and Contemporary Events	Piccadilly Big Jubilee Lunch	http://www.piccadillybigjubileelunch.org/
Arts & Humanities	News and Contemporary Events	Pickled Politics	http://www.pickledpolitics.com/
Arts & Humanities	News and Contemporary Events	Ping Wales: Welsh IT News Online: www.pingwales.co.uk	http://www.pingwales.co.uk/
Arts & Humanities	News and Contemporary Events	Polish Observer, The	http://www.thepolishobserver.co.uk/
Arts & Humanities	News and Contemporary Events	Politics.co.uk	http://www.politics.co.uk/
Arts & Humanities	News and Contemporary Events	Pontefract and Castleford Express: Olympic Torch street route announced	http://www.pontefractandcastlefordexpress.co.uk/news/local/more-local-news/olympic-torch-street-route-announced-1-4356411
Arts & Humanities	News and Contemporary Events	Port Talbot MagNet	http://www.lnpt.org/
Arts & Humanities	News and Contemporary Events	Post Political Times	http://www.richardallan.org.uk/
Arts & Humanities	News and Contemporary Events	Prescribing Advice for GPs: Swine Flu	http://www.prescriber.org.uk/2009/04/swine-flu/
Arts & Humanities	News and Contemporary Events	Press Complaints Commission	http://www.pcc.org.uk/
Arts & Humanities	News and Contemporary Events	Press TV	http://www.presstv.ir/
Arts & Humanities	News and Contemporary Events	Presseurop.eu	http://www.presseurop.eu/en
Arts & Humanities	News and Contemporary Events	Prince of Wales, The	http://www.princeofwales.gov.uk/
Arts & Humanities	News and Contemporary Events	Protecting Animals in Democracy	http://www.vote4animals.org.uk/
Arts & Humanities	News and Contemporary Events	Quds Press	http://www.qudspress.com/
Arts & Humanities	News and Contemporary Events	Queen Elizabeth II Fields Challenge 2012	http://www.qe2fields.com/
Arts & Humanities	News and Contemporary Events	Queen's Diamond Jubilee - celebrations and events	http://www.direct.gov.uk/en/Nl1/Newsroom/DG_197517
Arts & Humanities	News and Contemporary Events	Queen's Diamond Jubilee Beacons, The	http://www.diamondjubileebeacons.co.uk/
Arts & Humanities	News and Contemporary Events	Queen's Diamond Jubilee Regatta	http://www.qdjregatta.co.uk/
Arts & Humanities	News and Contemporary Events	Queen's Diamond Jubilee, The	http://www.2012queensdiamondjubilee.com/
Arts & Humanities	News and Contemporary Events	Quest	http://www.myquestbathnes.org.uk/
Arts & Humanities	News and Contemporary Events	Quickrelease.tv	http://quickrelease.tv/
Arts & Humanities	News and Contemporary Events	RESPECT - The Unity Coalition	http://www.respectcoalition.org/
Arts & Humanities	News and Contemporary Events	Rachel from North London	http://rachelnorthlondon.blogspot.com/
Arts & Humanities	News and Contemporary Events	Random Acts of Reality - Trying to kill as few people as possible	http://randomreality.blogware.com/
Arts & Humanities	News and Contemporary Events	ReConnect Africa	http://www.reconnectafrica.com/
Arts & Humanities	News and Contemporary Events	Reading Post: Olympic Torch Reading route confirmed	http://www.getreading.co.uk/news/s/2110320_olympic_torch_relay_reading_route_confirmed
Arts & Humanities	News and Contemporary Events	Real Instituto Elcano	http://www.realinstitutoelcano.org/
Arts & Humanities	News and Contemporary Events	RecessMonkey	http://www.recessmonkeytown.com/
Arts & Humanities	News and Contemporary Events	Register, The: China seals town after plague deaths	http://www.theregister.co.uk/2009/08/03/chinese_plague/
Arts & Humanities	News and Contemporary Events	Register, The: DARPA plans to end swine flu using Triffid drugs	http://www.theregister.co.uk/2009/07/12/darpa_triffid_drugs/
Arts & Humanities	News and Contemporary Events	Register, The: DoH rate-my-doc site won't name and shame individual docs	http://www.theregister.co.uk/2009/08/12/nhs_doctors_hospital_ratings/
Arts & Humanities	News and Contemporary Events	Register, The: Government pig flu spotter pulls a sickie	http://www.theregister.co.uk/2009/07/20/nhs_direct_swine_flu/
Arts & Humanities	News and Contemporary Events	Register, The: Pig flu promises holidays for all	http://www.theregister.co.uk/2009/07/10/swineflu_holiday_shock/
Arts & Humanities	News and Contemporary Events	Register, The: Swine flu malware poses as pig plague update	http://www.theregister.co.uk/2009/07/21/swine_flu_malware/
Arts & Humanities	News and Contemporary Events	Register, The: Swine flu site struggles to stay up	http://www.theregister.co.uk/2009/07/24/swine_flu_website_problems/
Arts & Humanities	News and Contemporary Events	Register, The: Swine flu will [enter scare words here]	http://www.theregister.co.uk/2009/07/19/swine_flu_internet/
Arts & Humanities	News and Contemporary Events	Richard Porter, Liberal Democrat Parliamentary Candidate, Camberwell and Peckham	http://www.richardporter.org.uk/
Arts & Humanities	News and Contemporary Events	Richmond Borough Liberal Democrats	http://www.twickenhamlibdems.co.uk/
Arts & Humanities	News and Contemporary Events	Rockfort	http://www.rockfort.info/
Arts & Humanities	News and Contemporary Events	Royal Academy of Arts: Celebrating The Queens Diamond Jubilee	http://www.royalacademy.org.uk/exhibitions/finerooms/celebrating-the-queens-diamond-jubilee,420,RAL.html
Arts & Humanities	News and Contemporary Events	Royal Collection, The	http://www.royalcollection.org.uk/
Arts & Humanities	News and Contemporary Events	Royal Family: The Queen's Golden Jubilee	http://royalmirror.coraider.com/output/Page150.html
Arts & Humanities	News and Contemporary Events	Royal Mint, The: Diamond Jubilee	http://www.royalmint.com/discover/royalty/the-queens-diamond-jubilee
Arts & Humanities	News and Contemporary Events	Royal Parks, The:  Diamond Jubilee	http://www.royalparks.org.uk/diamond-jubilee
Arts & Humanities	News and Contemporary Events	Royal River Exhibition	http://www.nmm.ac.uk/about/press/2012-exhibitions-nmm-rog
Arts & Humanities	News and Contemporary Events	Royal Society of St George, The	http://www.royalsocietyofstgeorge.com/
Arts & Humanities	News and Contemporary Events	Royal Wedding, The: Prince William and Catherine Middleton	http://www.officialroyalwedding2011.org/
Arts & Humanities	News and Contemporary Events	Royal Yacht Squadron	http://www.rys.org.uk/
Arts & Humanities	News and Contemporary Events	Sandringham Estate	http://www.sandringham-estate.co.uk/
Arts & Humanities	News and Contemporary Events	Scottish Government, The: Diamond Jubilee debates in Parliament	http://www.scotland.gov.uk/News/Releases/2012/03/Diamondjubileeinparliament20032012
Arts & Humanities	News and Contemporary Events	Scottish LGBT: Diamond Jubilee of Queen Elizabeth II	http://www.scottishlgbt.org/Events/Details.aspx?id=1132
Arts & Humanities	News and Contemporary Events	Scottish National Party: Scottish independence	http://www.snp.org/blog/post/2012/feb/scottish-independence-good-england
Arts & Humanities	News and Contemporary Events	Scottish media monitor : examining the treatment of sexuality in the Scottish media / Garry Otton	http://www.scottishmediamonitor.com/
Arts & Humanities	News and Contemporary Events	Screenbiz.co.uk	http://www.screenbiz.co.uk/
Arts & Humanities	News and Contemporary Events	Scriptwriting & Script Reading in the UK	http://www.dannystack.blogspot.com/
Arts & Humanities	News and Contemporary Events	Sendai Ben	http://sendaiben.org/
Arts & Humanities	News and Contemporary Events	Sharpener	http://www.thesharpener.net/
Arts & Humanities	News and Contemporary Events	Shout!	http://www.shoutweb.co.uk/
Arts & Humanities	News and Contemporary Events	Shropshire Diamond Jubilee Pageant	http://www.shropshirejubilee.co.uk/
Arts & Humanities	News and Contemporary Events	Simon Hughes, Liberal Democrat Parliamentary Candidate, North Southwark	http://www.simonhughes.org.uk/
Arts & Humanities	News and Contemporary Events	Sinn Fein ensuring equality in Belfast anniversaries	http://www.sinnfein.ie/contents/22568
Arts & Humanities	News and Contemporary Events	Sky.com: Corporate Pages	http://www.sky.com/
Arts & Humanities	News and Contemporary Events	Smoking Litter Wales - Sbwriel Smygu Cymru	http://www.smokinglitterwales.org/
Arts & Humanities	News and Contemporary Events	Social Democratic and Labour Party (SDLP)	http://www.sdlp.ie/
Arts & Humanities	News and Contemporary Events	Socialist Labour Party	http://www.socialist-labour-party.org.uk/
Arts & Humanities	News and Contemporary Events	Socialist Party: Them & Us	http://www.socialistparty.org.uk/articles/13527
Arts & Humanities	News and Contemporary Events	Socialist Worker's idea for a jubilee gift	http://www.socialistworker.co.uk/art.php?id=27278
Arts & Humanities	News and Contemporary Events	SopaStrike.com	http://sopastrike.com/
Arts & Humanities	News and Contemporary Events	Sparkle and Dark's Travelling Players: Get your wool on for the Jubilee	http://www.sparkleanddark.com/get-your-wool-on-for-the-jubilee/
Arts & Humanities	News and Contemporary Events	St Clears Times	http://www.stclearstimes.com/
Arts & Humanities	News and Contemporary Events	St Helen's Star: Olympic torch route for St Helen's revealed	http://www.sthelensstar.co.uk/news/9598238.Olympic_torch_route_for_St_Helens_revealed/
Arts & Humanities	News and Contemporary Events	St Ives Conservatives	http://www.stivesconservatives.com/
Arts & Humanities	News and Contemporary Events	Stanwick - Diamond Jubilee Celebration	http://www.stanwickjubilee.moonfruit.com/
Arts & Humanities	News and Contemporary Events	Steel Times International	http://www.steeltimesint.com/
Arts & Humanities	News and Contemporary Events	Steve Webb, Liberal Democrat Parliamentary Candidate, Northavon	http://www.stevewebb.org.uk/
Arts & Humanities	News and Contemporary Events	Stolen Votes	http://www.stolenvotes.org.uk/
Arts & Humanities	News and Contemporary Events	Stop the BNP	http://www.stopthebnp.org.uk/
Arts & Humanities	News and Contemporary Events	Street Party Site, The	http://www.streetparty.org.uk/
Arts & Humanities	News and Contemporary Events	Streets Alive	http://www.streetsalive.org.uk/
Arts & Humanities	News and Contemporary Events	Stroud News and Journal: Olympic Torch route announced	http://www.stroudnewsandjournal.co.uk/news/9595918.Olympic_Torch_route_announced/
Arts & Humanities	News and Contemporary Events	Stub - Gad Hi	http://www.stub.org.uk/
Arts & Humanities	News and Contemporary Events	Sudan Watch	http://sudanwatch.blogspot.co.uk/
Arts & Humanities	News and Contemporary Events	Sun, The (BNP bomb leaflet storm)	http://www.thesun.co.uk/article/0,,2-2005320172,00.html
Arts & Humanities	News and Contemporary Events	Sunderland Echo: Olympic torch route through Sunderland revealed	http://www.sunderlandecho.com/news/olympic-torch-route-through-sunderland-revealed-1-4360706
Arts & Humanities	News and Contemporary Events	Supply Management: Diamond Jubilee slows service sector growth	http://www.supplymanagement.com/resources/pmi-reports/diamond-jubilee-slows-service-sector-growth/
